time_ms,mode,pitch_cmd_deg,yaw_cmd_deg,pitch_pwm_us,yaw_pwm_us,meas_pitch_deg,meas_yaw_deg,imu_present,quat_w,quat_x,quat_y,quat_z,gyro_x_dps,gyro_y_dps,gyro_z_dps
920,synthetic_step_pitch,0.0,0.0,1500,1500,-0.024087683705085766,0.0,1,0.9999999779069932,0.0,-0.0002102046933683488,0.0,0.0,0.2650789454768952,0.0
940,synthetic_step_pitch,0.0,0.0,1500,1500,-0.018406227634233895,0.0,1,0.9999999870998629,0.0,-0.00016062463685378073,0.0,0.0,0.28407280354259357,0.0
960,synthetic_step_pitch,0.0,0.0,1500,1500,-0.012434494358242768,0.0,1,0.9999999941126344,0.0,-0.00010851143347304898,0.0,0.0,0.29858666379955634,0.0
980,synthetic_step_pitch,0.0,0.0,1500,1500,-0.006266661678215233,0.0,1,0.9999999985046694,0.0,-5.4686939669446256e-05,0.0,0.0,0.30839163400137676,0.0
1000,synthetic_step_pitch,5.0,0.0,1600,1500,0.18,0.0,1,0.9999987662997035,0.0,0.0015707956808308787,0.0,0.0,9.313333083910761,0.0
1020,synthetic_step_pitch,5.0,0.0,1600,1500,0.2924648449415805,0.0,1,0.9999967430442899,0.0,0.0025522344744408065,0.0,0.0,5.623242247079024,0.0
1040,synthetic_step_pitch,5.0,0.0,1600,1500,0.5959055456446865,0.0,1,0.9999864786945518,0.0,0.005200233463088117,0.0,0.0,15.172035035155298,0.0
1060,synthetic_step_pitch,5.0,0.0,1600,1500,1.0407766023316127,0.0,1,0.9999587544780998,0.0,0.00908236437319013,0.0,0.0,22.243552834346314,0.0
1080,synthetic_step_pitch,5.0,0.0,1600,1500,1.5808195225754982,0.0,1,0.9999048470094991,0.0,0.013794815218412542,0.0,0.0,27.00214601219427,0.0
1100,synthetic_step_pitch,5.0,0.0,1600,1500,2.1744471773579925,0.0,1,0.9998199681100287,0.0,0.018974492574538704,0.0,0.0,29.681382739124718,0.0
1120,synthetic_step_pitch,5.0,0.0,1600,1500,2.785661598466531,0.0,1,0.9997045390598209,0.0,0.024307089155038507,0.0,0.0,30.56072105542693,0.0
1140,synthetic_step_pitch,5.0,0.0,1600,1500,3.384554161463591,0.0,1,0.9995638497631384,0.0,0.029531512773545075,0.0,0.0,29.944628149852992,0.0
1160,synthetic_step_pitch,5.0,0.0,1600,1500,3.947445927503438,0.0,1,0.9994067275511861,0.0,0.0344411516275114,0.0,0.0,28.144588301992357,0.0
1180,synthetic_step_pitch,5.0,0.0,1600,1500,4.456730554835141,0.0,1,0.9992437893997516,0.0,0.038882506941103206,0.0,0.0,25.464231366585132,0.0
1200,synthetic_step_pitch,5.0,0.0,1600,1500,4.900483233395495,0.0,1,0.9990857259885062,0.0,0.042751749976106035,0.0,0.0,22.187633928017725,0.0
1220,synthetic_step_pitch,5.0,0.0,1600,1500,5.2718971826017995,0.0,1,0.9989419114624178,0.0,0.04598975455262748,0.0,0.0,18.57069746031521,0.0
1240,synthetic_step_pitch,5.0,0.0,1600,1500,5.568605029203404,0.0,1,0.9988194833639537,0.0,0.048576122247094664,0.0,0.0,14.835392330080222,0.0
1260,synthetic_step_pitch,5.0,0.0,1600,1500,5.791936472152273,0.0,1,0.9987229148130577,0.0,0.05052266251208289,0.0,0.0,11.166572147443432,0.0
1280,synthetic_step_pitch,5.0,0.0,1600,1500,5.946156622838128,0.0,1,0.9986540157210345,0.0,0.05186672232030617,0.0,0.0,7.711007534292769,0.0
1300,synthetic_step_pitch,5.0,0.0,1600,1500,6.037721797782891,0.0,1,0.9986122524472957,0.0,0.0526646870506096,0.0,0.0,4.57825874723814,0.0
1320,synthetic_step_pitch,5.0,0.0,1600,1500,6.074581780579956,0.0,1,0.9985952604499784,0.0,0.05298590196306882,0.0,0.0,1.8429991398532408,0.0
1340,synthetic_step_pitch,5.0,0.0,1600,1500,6.065550026099082,0.0,1,0.9985994335342218,0.0,0.052907195589365554,0.0,0.0,-0.4515877240436783,0.0
1360,synthetic_step_pitch,5.0,0.0,1600,1500,6.01975623934445,0.0,1,0.9986204968953125,0.0,0.05250812490043069,0.0,0.0,-2.289689337731593,0.0
1380,synthetic_step_pitch,5.0,0.0,1600,1500,5.946189434011991,0.0,1,0.9986540008699167,0.0,0.051867008266414015,0.0,0.0,-3.678340266622948,0.0
1400,synthetic_step_pitch,5.0,0.0,1600,1500,5.853334100895097,0.0,1,0.9986957016497935,0.0,0.051057766365427956,0.0,0.0,-4.64276665584471,0.0
1420,synthetic_step_pitch,5.0,0.0,1600,1500,5.748897569451637,0.0,1,0.9987418199388468,0.0,0.0501475533325407,0.0,0.0,-5.221826572172983,0.0
1440,synthetic_step_pitch,5.0,0.0,1600,1500,5.639623047961139,0.0,1,0.9987891865387143,0.0,0.04919513038231927,0.0,0.0,-5.4637260745248994,0.0
1460,synthetic_step_pitch,5.0,0.0,1600,1500,5.531180154446106,0.0,1,0.9988352947476707,0.0,0.048249911568144885,0.0,0.0,-5.422144675751683,0.0
1480,synthetic_step_pitch,5.0,0.0,1600,1500,5.428122942033626,0.0,1,0.9988782840638148,0.0,0.04735159580973713,0.0,0.0,-5.152860620623967,0.0
1500,synthetic_step_pitch,5.0,0.0,1600,1500,5.333904392642035,0.0,1,0.998916879470364,0.0,0.04653029023324677,0.0,0.0,-4.710927469579573,0.0
1520,synthetic_step_pitch,5.0,0.0,1600,1500,5.250935998285333,0.0,1,0.9989503072346231,0.0,0.04580702648996209,0.0,0.0,-4.148419717835106,0.0
1540,synthetic_step_pitch,5.0,0.0,1600,1500,5.180681256754734,0.0,1,0.9989782032424941,0.0,0.045194573196326526,0.0,0.0,-3.512737076529948,0.0
1560,synthetic_step_pitch,5.0,0.0,1600,1500,5.123772561937194,0.0,1,0.999000524672384,0.0,0.044698453041482566,0.0,0.0,-2.845434740876973,0.0
1580,synthetic_step_pitch,5.0,0.0,1600,1500,5.080141955248008,0.0,1,0.9990174711450861,0.0,0.04431808148912998,0.0,0.0,-2.181530334459314,0.0
1600,synthetic_step_pitch,5.0,0.0,1600,1500,5.049157417387065,0.0,1,0.999029417840051,0.0,0.04404795443796232,0.0,0.0,-1.549226893047173,0.0
1620,synthetic_step_pitch,5.0,0.0,1600,1500,5.029757723051252,0.0,1,0.9990368605899417,0.0,0.04387882385152896,0.0,0.0,-0.9699847167906395,0.0
1640,synthetic_step_pitch,5.0,0.0,1600,1500,5.020580272088349,0.0,1,0.9990403715693508,0.0,0.043798812479034034,0.0,0.0,-0.45887254814513945,0.0
1660,synthetic_step_pitch,5.0,0.0,1600,1500,5.020077679391066,0.0,1,0.9990405636590856,0.0,0.04379443073881179,0.0,0.0,-0.025129634864162753,0.0
1680,synthetic_step_pitch,5.0,0.0,1600,1500,5.026620197317934,0.0,1,0.999038061621053,0.0,0.04385147012871028,0.0,0.0,0.3271258963434054,0.0
1700,synthetic_step_pitch,5.0,0.0,1600,1500,5.038582217190679,0.0,1,0.999033478596722,0.0,0.04395575779045462,0.0,0.0,0.5981009936372406,0.0
1720,synthetic_step_pitch,5.0,0.0,1600,1500,5.054412122096991,0.0,1,0.9990273969289268,0.0,0.04409376583387286,0.0,0.0,0.7914952453156321,0.0
1740,synthetic_step_pitch,5.0,0.0,1600,1500,5.072685625255299,0.0,1,0.9990203527525456,0.0,0.044253076573040354,0.0,0.0,0.9136751579153835,0.0
1760,synthetic_step_pitch,5.0,0.0,1600,1500,5.092143420272037,0.0,1,0.9990128241207944,0.0,0.04442271088300195,0.0,0.0,0.9728897508368917,0.0
1780,synthetic_step_pitch,5.0,0.0,1600,1500,5.111714494025229,0.0,1,0.9990052226030683,0.0,0.04459333147224955,0.0,0.0,0.9785536876596002,0.0
1800,synthetic_step_pitch,5.0,0.0,1600,1500,5.130526818775275,0.0,1,0.9989978883203674,0.0,0.044757336062893664,0.0,0.0,0.9406162375023008,0.0
1820,synthetic_step_pitch,5.0,0.0,1600,1500,5.147907361719435,0.0,1,0.9989910883119618,0.0,0.044908857403435684,0.0,0.0,0.8690271472080013,0.0
1840,synthetic_step_pitch,5.0,0.0,1600,1500,5.163373445403986,0.0,1,0.9989850179975045,0.0,0.04504368786551085,0.0,0.0,0.7733041842275412,0.0
1860,synthetic_step_pitch,5.0,0.0,1600,1500,5.176617481119056,0.0,1,0.9989798053554548,0.0,0.04515914627157614,0.0,0.0,0.6622017857535134,0.0
1880,synthetic_step_pitch,5.0,0.0,1600,1500,5.18748700039007,0.0,1,0.9989755173153992,0.0,0.045253903747969844,0.0,0.0,0.5434759635507103,0.0
1900,synthetic_step_pitch,5.0,0.0,1600,1500,5.195961747482541,0.0,1,0.9989721677803133,0.0,0.04532778397739855,0.0,0.0,0.42373735462355455,0.0
1920,synthetic_step_pitch,5.0,0.0,1600,1500,5.202129387912636,0.0,1,0.9989697266643655,0.0,0.04538155140718505,0.0,0.0,0.30838202150471616,0.0
1940,synthetic_step_pitch,5.0,0.0,1600,1500,5.206161152045695,0.0,1,0.9989681293515611,0.0,0.04541669890957202,0.0,0.0,0.2015882066529695,0.0
1960,synthetic_step_pitch,5.0,0.0,1600,1500,5.20828848454839,0.0,1,0.9989672860421009,0.0,0.04543524422383293,0.0,0.0,0.10636662513476836,0.0
1980,synthetic_step_pitch,5.0,0.0,1600,1500,5.208781522890043,0.0,1,0.9989670905444812,0.0,0.04543954235128724,0.0,0.0,0.02465191708265202,0.0
2000,synthetic_step_pitch,5.0,0.0,1600,1500,5.207929991880858,0.0,1,0.9989674281785886,0.0,0.04543211901569656,0.0,0.0,-0.04257655045925013,0.0
2020,synthetic_step_pitch,5.0,0.0,1600,1500,5.206026884490647,0.0,1,0.9989681825658693,0.0,0.045415528413132226,0.0,0.0,-0.0951553695105467,0.0
2040,synthetic_step_pitch,5.0,0.0,1600,1500,5.203355107623876,0.0,1,0.9989692411869776,0.0,0.045392236806683875,0.0,0.0,-0.13358884333856125,0.0
2060,synthetic_step_pitch,5.0,0.0,1600,1500,5.200177108667085,0.0,1,0.9989704996780889,0.0,0.04536453210283584,0.0,0.0,-0.15889994783955252,0.0
2080,synthetic_step_pitch,5.0,0.0,1600,1500,5.196727366084024,0.0,1,0.9989718649102772,0.0,0.04533445839185435,0.0,0.0,-0.17248712915307607,0.0
2100,synthetic_step_pitch,5.0,0.0,1600,1500,5.193207525099709,0.0,1,0.9989732569506956,0.0,0.04530377354392726,0.0,0.0,-0.17599204921574518,0.0
2120,synthetic_step_pitch,5.0,0.0,1600,1500,5.189783886259345,0.0,1,0.9989746100404755,0.0,0.04527392731451433,0.0,0.0,-0.1711819420181726,0.0
2140,synthetic_step_pitch,5.0,0.0,1600,1500,5.186586908037929,0.0,1,0.9989758727443822,0.0,0.0452460570061093,0.0,0.0,-0.15984891107079235,0.0
2160,synthetic_step_pitch,5.0,0.0,1600,1500,5.1837123616637975,0.0,1,0.9989770074341701,0.0,0.0452209975328963,0.0,0.0,-0.14372731870659905,0.0
2180,synthetic_step_pitch,5.0,0.0,1600,1500,5.181223773411794,0.0,1,0.9989779892643277,0.0,0.045199302709231864,0.0,0.0,-0.12442941260015772,0.0
2200,synthetic_step_pitch,5.0,0.0,1600,1500,5.17915580311761,0.0,1,0.998978804788398,0.0,0.04518127470030001,0.0,0.0,-0.10339851470919648,0.0
2220,synthetic_step_pitch,5.0,0.0,1600,1500,5.177518233854835,0.0,1,0.9989794503488427,0.0,0.04516699880138224,0.0,0.0,-0.08187846313876257,0.0
2240,synthetic_step_pitch,5.0,0.0,1600,1500,5.176300283045371,0.0,1,0.9989799303555488,0.0,0.04515638101999542,0.0,0.0,-0.06089754047322593,0.0
2260,synthetic_step_pitch,5.0,0.0,1600,1500,5.175474986466927,0.0,1,0.998980255549116,0.0,0.04514918629413902,0.0,0.0,-0.04126482892217176,0.0
2280,synthetic_step_pitch,5.0,0.0,1600,1500,5.175003450771867,0.0,1,0.9989804413261832,0.0,0.0451450755647192,0.0,0.0,-0.023576784752998847,0.0
2300,synthetic_step_pitch,5.0,0.0,1600,1500,5.1748388147580835,0.0,1,0.9989805061859967,0.0,0.045143640309239265,0.0,0.0,-0.00823180068918461,0.0
2320,synthetic_step_pitch,5.0,0.0,1600,1500,5.174929802704988,0.0,1,0.9989804703407453,0.0,0.04514443351935349,0.0,0.0,0.004549397345243733,0.0
2340,synthetic_step_pitch,5.0,0.0,1600,1500,5.175223793030288,0.0,1,0.9989803545171755,0.0,0.045146996453123776,0.0,0.0,0.014699516264959911,0.0
2360,synthetic_step_pitch,5.0,0.0,1600,1500,5.175669361196137,0.0,1,0.9989801789638455,0.0,0.045150880803846945,0.0,0.0,0.022278408292475405,0.0
2380,synthetic_step_pitch,5.0,0.0,1600,1500,5.176218286459249,0.0,1,0.9989799626671763,0.0,0.045155666194698386,0.0,0.0,0.02744626315558385,0.0
2400,synthetic_step_pitch,5.0,0.0,1600,1500,5.176827037339245,0.0,1,0.9989797227702147,0.0,0.04516097312885237,0.0,0.0,0.030437543999806138,0.0
2420,synthetic_step_pitch,5.0,0.0,1600,1500,5.177457770499984,0.0,1,0.9989794741807232,0.0,0.04516647169755165,0.0,0.0,0.031536658036968035,0.0
2440,synthetic_step_pitch,5.0,0.0,1600,1500,5.17807889227773,0.0,1,0.9989792293497683,0.0,0.045171886475360544,0.0,0.0,0.031056088887293498,0.0
2460,synthetic_step_pitch,5.0,0.0,1600,1500,5.1786652417217125,0.0,1,0.9989789981982826,0.0,0.045176998115806756,0.0,0.0,0.02931747219911962,0.0
2480,synthetic_step_pitch,5.0,0.0,1600,1500,5.179197959252494,0.0,1,0.9989787881669672,0.0,0.04518164220629477,0.0,0.0,0.026635876539060632,0.0
2500,synthetic_step_pitch,5.0,0.0,1600,1500,5.179664106500153,0.0,1,0.9989786043642029,0.0,0.04518570595386652,0.0,0.0,0.02330736238298492,0.0
2520,synthetic_step_pitch,5.0,0.0,1600,1500,5.1800561012145705,0.0,1,0.9989784497871308,0.0,0.04518912325882125,0.0,0.0,0.019599735720854383,0.0
2540,synthetic_step_pitch,5.0,0.0,1600,1500,5.180371027011779,0.0,1,0.9989783255925296,0.0,0.04519186869720965,0.0,0.0,0.015746289860407714,0.0
2560,synthetic_step_pitch,5.0,0.0,1600,1500,5.180609871781086,0.0,1,0.9989782313963236,0.0,0.045193950881434186,0.0,0.0,0.011942238465367794,0.0
2580,synthetic_step_pitch,5.0,0.0,1600,1500,5.180776741430076,0.0,1,0.9989781655832727,0.0,0.04519540560587242,0.0,0.0,0.008343482449513218,0.0
2600,synthetic_step_pitch,5.0,0.0,1600,1500,5.180878087829555,0.0,1,0.9989781256114245,0.0,0.04519628911630788,0.0,0.0,0.005067319973939277,0.0
2620,synthetic_step_pitch,5.0,0.0,1600,1500,5.180921981804628,0.0,1,0.9989781082990395,0.0,0.04519667177207185,0.0,0.0,0.002194698753665847,0.0
2640,synthetic_step_pitch,5.0,0.0,1600,1500,5.180917454187795,0.0,1,0.9989781100848004,0.0,0.045196632301537185,0.0,0.0,-0.00022638084167247996,0.0
2660,synthetic_step_pitch,5.0,0.0,1600,1500,5.180873920610434,0.0,1,0.9989781272550252,0.0,0.04519625278762202,0.0,0.0,-0.0021766788680377402,0.0
2680,synthetic_step_pitch,5.0,0.0,1600,1500,5.180800699085586,0.0,1,0.9989781561342481,0.0,0.04519561446222139,0.0,0.0,-0.003661076242389427,0.0
2700,synthetic_step_pitch,5.0,0.0,1600,1500,5.180706623679125,0.0,1,0.9989781932378294,0.0,0.045194794338307996,0.0,0.0,-0.0047037703230667915,0.0
2720,synthetic_step_pitch,5.0,0.0,1600,1500,5.180599752763168,0.0,1,0.9989782353871756,0.0,0.045193862666571515,0.0,0.0,-0.005343545797842353,0.0
2740,synthetic_step_pitch,5.0,0.0,1600,1500,5.180487166522273,0.0,1,0.9989782797896769,0.0,0.0451928811701357,0.0,0.0,-0.005629312044774792,0.0
2760,synthetic_step_pitch,5.0,0.0,1600,1500,5.180374845519121,0.0,1,0.9989783240866111,0.0,0.04519190198592743,0.0,0.0,-0.005616050157586372,0.0
2780,synthetic_step_pitch,5.0,0.0,1600,1500,5.180267620163894,0.0,1,0.9989783663730385,0.0,0.045190967224162756,0.0,0.0,-0.00536126776133905,0.0
2800,synthetic_step_pitch,5.0,0.0,1600,1500,5.180169179783917,0.0,1,0.9989784051941679,0.0,0.045190109047411164,0.0,0.0,-0.004922018998865241,0.0
2820,synthetic_step_pitch,5.0,0.0,1600,1500,5.18008212955232,0.0,1,0.9989784395228433,0.0,0.04518935016688134,0.0,0.0,-0.004352511579863716,0.0
2840,synthetic_step_pitch,5.0,0.0,1600,1500,5.180008083690059,0.0,1,0.9989784687227296,0.0,0.04518870465492877,0.0,0.0,-0.0037022931130170633,0.0
2860,synthetic_step_pitch,5.0,0.0,1600,1500,5.179947783985242,0.0,1,0.998978492501529,0.0,0.04518817897827325,0.0,0.0,-0.003014985240845647,0.0
2880,synthetic_step_pitch,5.0,0.0,1600,1500,5.179901233659366,0.0,1,0.9989785108581605,0.0,0.04518777316500749,0.0,0.0,-0.002327516293831877,0.0
2900,synthetic_step_pitch,5.0,0.0,1600,1500,5.179867837841447,0.0,1,0.9989785240273484,0.0,0.045187482029212175,0.0,0.0,-0.0016697908959528718,0.0
2920,synthetic_step_pitch,5.0,0.0,1600,1500,5.179846543287692,0.0,1,0.9989785324245227,0.0,0.04518729638899443,0.0,0.0,-0.001064727687749567,0.0
2940,synthetic_step_pitch,5.0,0.0,1600,1500,5.179835971418823,0.0,1,0.998978536593361,0.0,0.04518720422627181,0.0,0.0,-0.0005285934434162698,0.0
2960,synthetic_step_pitch,5.0,0.0,1600,1500,5.179834540166156,0.0,1,0.9989785371577508,0.0,0.04518719174899419,0.0,0.0,-7.156263337471103e-05,0.0
2980,synthetic_step_pitch,5.0,0.0,1600,1500,5.179840571462299,0.0,1,0.9989785347794125,0.0,0.04518724432821941,0.0,0.0,0.00030156480717025147,0.0
3000,synthetic_step_pitch,5.0,0.0,1600,1500,5.179852382438543,0.0,1,0.9989785301219484,0.0,0.0451873472931482,0.0,0.0,0.0005905488122071034,0.0
3020,synthetic_step_pitch,5.0,0.0,1600,1500,5.179868359468024,0.0,1,0.9989785238216528,0.0,0.045187486576612985,0.0,0.0,0.0007988514740375763,0.0
3040,synthetic_step_pitch,5.0,0.0,1600,1500,5.179887015103054,0.0,1,0.9989785164650657,0.0,0.04518764921144257,0.0,0.0,0.0009327817514837022,0.0
3060,synthetic_step_pitch,5.0,0.0,1600,1500,5.179907028689161,0.0,1,0.9989785085729604,0.0,0.04518782368452462,0.0,0.0,0.0010006793053740637,0.0
3080,synthetic_step_pitch,5.0,0.0,1600,1500,5.179927271998718,0.0,1,0.9989785005902355,0.0,0.04518800016027275,0.0,0.0,0.0010121654778316724,0.0
3100,synthetic_step_pitch,5.0,0.0,1600,1500,5.179946821622324,0.0,1,0.9989784928810285,0.0,0.04518817058865131,0.0,0.0,0.0009774811803087147,0.0
3120,synthetic_step_pitch,5.0,0.0,1600,1500,5.179964960100644,0.0,1,0.998978485728267,0.0,0.04518832871504234,0.0,0.0,0.0009069239160108822,0.0
3140,synthetic_step_pitch,5.0,0.0,1600,1500,5.179981167891206,0.0,1,0.9989784793368354,0.0,0.04518847001021415,0.0,0.0,0.0008103895281053042,0.0
3160,synthetic_step_pitch,5.0,0.0,1600,1500,5.179995108264143,0.0,1,0.9989784738395284,0.0,0.04518859153864642,0.0,0.0,0.0006970186468446826,0.0
3180,synthetic_step_pitch,5.0,0.0,1600,1500,5.180006607129485,0.0,1,0.998978469305005,0.0,0.04518869178266981,0.0,0.0,0.0005749432670842936,0.0
